drug,condition,review,rating
Lisinopril,For High Blood Pressure:,"“Started taking this medication after giving birth to my baby 7 mos ago. It works wonderful on my blood pressure 201/170 to 116/85, but I feel aweful. I feel dizzy, light headed at times, aches and pains left arm pain and chest pain I thought I was having a heart attack. Now I have numbness and tingling to my extremities. Im only on 10 mg but I need a change I dont feel good with all these side effects.”","
9 "
Lisinopril,For High Blood Pressure:,"“I am a 36 year old female new to the world of high blood pressure. I am a runner, healthy eater, and maintain a good weight- but my father has high blood pressure. After an ER visit with high blood pressure and an episode of tachycardia- I was told to see a cardiologist.  My BP remained at 145/100 for about a month so he put me on lisinopril 10mg. Being paranoid about the side effects- I have only taken 5mg per day for the last week. My BP is pretty stable at about 117/85. Side effects/ minimal coughing. Fatigue and dizziness.”","
8 "
Lisinopril,For High Blood Pressure:,"“Made me feel tired, depressed, but did lower my blood pressure. I only took it whilst I worked on getting my blood pressure down with exercise and diet. I have been off of it for a couple of months now and am bursting into life again! Still, it did its job well.”","
9 "
Lisinopril,For High Blood Pressure:,"“Very painful muscle and joint problems from this medication.  Searing pain in elbows, wrists, knees, etc. Never had this before taking this medication. My  husband is also on this pill and is experiencing some of the same problems.”","
5 "
Lisinopril,For High Blood Pressure:,"“Lisinopril is very effective at reducing my blood pressure. I have to be careful to stay hydrated to avoid the lightheadedness when standing up. I have fibromyalgia and have muscle aches and pains and attributed the muscles aches to that. I missed 2 days of the med and felt pretty good - blood pressure was fine. I know meds stay in our bodies for a few days, so I wasn't concerned. I took the med the next day and realized the awful muscle pain was back.   I tried this 2 more times to make sure it wasn't a coincidence.  The Lisinopril is causing the extreme muscle aches. No more Lisinopril for me!”","
6 "
Lisinopril,For High Blood Pressure:,"“Iam a 57 year old woman and I have been taking lisiniprol 20mg for a few years now and the side effects are getting worse, I just asked my doctor to get me off this medication for my blood pressure. I had severe leg cramping at night, my skin seems to show every vein due to lisiniprol sucking the life out of me. I work all day, I couldn't wait to get into my bed at the end of the day I was totally exhausted. I would wake up in the middle of the night with a dry cough limiting my sleep and feeling like I did not sleep at all. This is not living life as it was meant to be. I will change my eating habits and exercise. I would rather live everyday as it was meant to be-- than BARELY  existing.”","
1 "
Lisinopril,For High Blood Pressure:,"“Have been taking 10mg with a meal and a full glass of water for 13 months.  Blood pressure (BP) has gone from 180/95 to 118/78 and body weight has gone from 200lbs to 170lbs. I was surprised that taking this medication and losing 30lbs after 13 months was enough to bring my BP to normal.  At first I had muscle cramps in legs, feet and hands, but after adding 45 minutes of walking and 15 minutes of stretching 4 days a week, most of the problems are at a tolerable level, and I feel much more energetic too.  During the rainy season, I check out exercise DVD's for 'Baby Boomers' from the library to keep up my exercise regimen. Doctor says if I lose another 20lbs he can lower the dosage which is incentive enough for me to add a modest diet to my regimen. I haven't felt this good in years.”","
8 "
Lisinopril,For High Blood Pressure:,“Have been using Lisinopril 10 mg for 30 years.  One doctor increased it to 20 mg and added HZTZ.  Stomach pain and dizzy if I bent over.  Went to new Dr and told him my symptoms. He switched me back to 10 mg and dropped the HZTZ. Symptoms went away and BP stays in the 130/70 range. Sometimes a little higher and sometimes lower. I am 70 and have always been borderline but never in the danger zone. It works for me.”,"
9 "
Lisinopril,For High Blood Pressure:,"“Lisinopril is not for me, I began feeling pain in my back and legs day 3. My BP actually went up which is what is was suppose to be treating. Had cough on day 4. Stopped on day 5.  2 days later felt normal again”","
2 "
Lisinopril,For High Blood Pressure:,“Been on lisinopril for 5 years. My 10mg dose caused dry cough and numbness of fingers for a while then I started having heart bounding mid morning and feeling of exhaustion after a meal. I started 10mg morning and 10mg at night and that seemed to have worked with side effects less severe. My doctor refused to give me 10mg twice a day and insisted on 20mg once a day. I still don't agree with him since it was working for me so I followed his prescription. BP still high. They say half life of medication is 12 hours but it doesn't seem like it because at end of 24 hrs my BP is high. Another thing I noticed is most of time when I get new refill the drug gives me trouble and BP is high. I think the different manufacturers produce a different drug. Some times it works and some times it don't. I get refills at Kaiser who import the drugs from different countries based on price as per the pharmacist at kaiser”,"
5 "
Lisinopril,For High Blood Pressure:,"“I was on this med for 2 months and it did a very good job lowering my blood pressure from an average of 156/102 down to 115/65 however the side effect of being lightheaded was annoying. I started on 20mg and reduced to 10mg. Changed my diet to vegan, no oil and was off this in 2 months. Also run/walk a few miles everyday. I'm 48 years old and don't want to take blood pressure medicines. I'm staying on a strict diet and exercise.”","
7 "
