drug,condition,review,rating,effect,full_review,reviewLength,textBolbSubjectivity,textBolbPolarity,textBolbSentiment,vaderPolarity,vaderSentiment
Metoprolol,For Atrial Fibrillation,ive third pacer put last years. first one joined bpm club. terrible. first pacer still felt powerful heartbeats. powerful kept awake night. doc put mg metatropanol ive felt like human ever since. complaint short term memory year old male.,5,,Ive had my third pacer put in the last 18 years. Before the first one I joined the 200 bpm club. Terrible. After my first pacer I still felt very powerful heartbeats. So powerful they kept me awake at night. Doc put me on 50 mg metatropanol and Ive felt like a human being ever since. Only complaint is short term memory. 70 year old male.,238,0.38611111111111107,-0.008333333333333333,Negative,0.4215,Poitive
Metoprolol,For High Blood Pressure," years old using medicine high blood pressure around years. controls blood pressure gained weight, specially legs, increased urination, headache, pain chest, breath well general. better medicine before.",4,,"53 years old using this medicine for high blood pressure for around 6 years. It controls my blood pressure but I gained weight, specially on my legs, increased urination, no headache, no pain on my chest, breath well in general. It is better than other medicine I have been on before.",202,0.4622857142857143,0.23342857142857146,Poitive,0.25,Poitive
Metoprolol,For Migraine Prevention,"started take metoprolol er heart attack lowered heart rate tired dizzy. take mg) pill morning, feel good minor migraine years. prior heart attack bouts migraines, new migraine daily days, month.",4,,"I started take metoprolol 25mg ER after a heart attack.  The 25mg lowered my heart rate to where I was tired and dizzy. Now I take 12 (12.5 mg) pill once in the morning, feel good and have had 1 minor migraine in 3 12 years. Prior to the heart attack I was having bouts of migraines, a new migraine daily for 3-4 days, about once a month.",194,0.32575757575757575,0.06439393939393938,Poitive,-0.8225,Negative
Metoprolol,For High Blood Pressure,"situation bit different. suffer multiple conditions (sle, hypotension upon standing, etc.) started medicine myocardial infarction also tachycardia. need control tachycardia also hypotension issues worry about. tried beta blockers none worked well enough deal heart issues. medicine dealt heart issues caused lot side effects go away.",3,,"My situation is a bit different. I suffer from multiple other conditions (SLE, hypotension upon standing, etc.) When I started on this medicine I had just had a myocardial infarction and also tachycardia. I need to control the tachycardia but also had the hypotension issues to worry about. I tried other beta blockers and none worked well enough to deal with the heart issues. This medicine dealt with the heart issues BUT it caused a lot of side effects that did not go away. ",333,0.3666666666666667,0.0,Negative,-0.8028,Negative
Metoprolol,For Heart Attack,"ive taking daily twice daily) since heart attack quadruple bypass march. side effect ive seen voice gets hoarse easily. dr says isnt metoprolol, research (googling), seems side-effect. dont think lisinopril, lipitor, plavix.",4,,"Ive been taking 50MG daily (25MG twice daily) since my heart attack and quadruple bypass in March 2018.  The only side effect that Ive seen is that my voice gets hoarse very easily.  My Dr says it isnt the Metoprolol, but from my research (googling), it seems that it can be a side-effect.  and I dont think its the lisinopril, lipitor, nor plavix.",224,0.2777777777777778,0.14444444444444446,Poitive,-0.1779,Negative
Metoprolol,For Atrial Fibrillation,"put metoprolol svt & ist medications made worse, dropped blood pressure low etc. although never completely disappated issues, going everyday occurances every episode. problems getting heart rate exercise (still quite opposite actually! reach) unfortunately didnt stop progression af svt & metoprolol diagnosed af. dosage increased per day. starting work little better preventing rapid af however still get slow af. dry mouth, cold extremities & occasional dizzy spells common however definitely small price pay fem",3,,"I was put on metoprolol for SVT & IST after other medications made me worse, dropped my blood pressure too low etc. Although it never completely disappated the issues, I was going from everyday occurances to every 3-6months between each episode. No problems getting the heart rate up in exercise (still quite the opposite actually! I can reach 180bpm after 5mins) 
Unfortunately it didnt stop the progression to AF. After 6yrs of SVT & metoprolol I was further diagnosed with AF. Dosage was increased from 25mg to 50-75mg per day. Starting to work a little better now in preventing rapid AF however I still get slow AF. 
Dry mouth, cold extremities & occasional dizzy spells have been all too common however definitely a small price to pay.

28yo fem",514,0.4453125,-0.14713541666666666,Negative,-0.6827,Negative
Metoprolol,For Mitral Valve Prolapse," yrs. keeps blood pressure mitral valve prolapse control. take every hours. cant go hour past time body knows. guess say good thing. but, symptoms check. refuse use alternative medication. downside using beta blockers side effect. break eczema psoriasis, biggest problem medication, medications keeps control well.",5,,"Been on it for 5 yrs. Keeps my blood pressure and mitral valve prolapse under control. Have to take it every 12 hours. Cant go an hour past time or my body knows. I guess you can say that is a not so good thing. But, my symptoms are in check. Refuse to use an alternative medication. The downside to using beta blockers is the side effect. I break out with eczema and psoriasis, these are the biggest problem with this medication, but there are medications that keeps that under control as well.",314,0.42500000000000004,0.22499999999999998,Poitive,-0.705,Negative
Metoprolol,For Atrial Fibrillation,"hard know works,ive two years following surgery,aortic valve replacement,vsd repair,maze procedure..two month ago afib episode. heart feel off,this medicine helps control symptoms overall combination losartan warfarin, feel,tired,depressed,im sun sensitive,get unexplained rashes,have low sex drive,diarrea...considering didnt help relapsing al want stop using it.",1,,"Hard to know if it works,ive been on it for two years following surgery,aortic valve replacement,vsd repair,maze procedure..Two month ago I had an Afib episode. When my heart feel off,this medicine helps control the symptoms but overall with the combination of losartan and warfarin, I feel,tired,depressed,Im sun sensitive,get unexplained rashes,have a low sex drive,diarrea...considering it didnt help relapsing al I want to do is stop using it.",364,0.18833333333333332,-0.06833333333333333,Negative,-0.4692,Negative
Metoprolol,Metoprolol Succinate ER (metoprolol) for Supraventricular Tachycardia,pots (postural orthostatic tachycardia syndrome) tried switch atenolol metoprolol mg x day. zero effect far. raised diastolic bp completely bedridden due hr seems getting higher hour.,1,,I have POTS (postural orthostatic tachycardia syndrome)  and tried to switch from atenolol  to metoprolol 12.5 mg x 2 day. Zero effect so far. Raised diastolic BP and completely bedridden due to HR that seems getting higher by hour.,183,0.56875,0.08125,Poitive,0.0,Negative
Metoprolol,For Left Ventricular Dysfunction,"took metoprolol zydus (indian manufacturer days nauseated day. could barely eat, started dry heaving . prescribed ive shortness breath heart palpitations lately. spent days local hospital tests determined cardiac arrythmia issue left upper heart chamber. med absolutely nothing curtail symptoms, nausea day miserable. stopping med. also concerned quality control pharmaceuticals. worth risks side effects.",1,,"Only took METOPROLOL by Zydus (Indian manufacturer) for 4 days and was so nauseated all day.  I could barely eat, and started dry heaving . It was prescribed because Ive been having shortness of breath and heart palpitations lately. Spent 2 days in a local hospital and tests determined I have a cardiac arrythmia issue in my left upper heart chamber. This med did absolutely nothing to curtail my symptoms, and the nausea all day had me miserable. I am stopping the med. I am also concerned about quality control of pharmaceuticals. Just not worth the risks and side effects.",405,0.3090909090909091,-0.09696969696969697,Negative,-0.3818,Negative
